5.1449907759e+01, 9.5323627870e-01, 3.1973600000e-02
5.0514301694e+01, 9.4766698289e-01, 3.4491476744e-02
4.9597091983e+01, 9.4204882412e-01, 3.7207632796e-02
4.8697917520e+01, 9.3638226967e-01, 4.0137682377e-02
4.7816497444e+01, 9.3066781701e-01, 4.3298469308e-02
4.6952470650e+01, 9.2490599413e-01, 4.6708163834e-02
4.6105556276e+01, 9.1909735986e-01, 5.0386367085e-02
4.5275453402e+01, 9.1324250411e-01, 5.4354223751e-02
4.4461841043e+01, 9.0734204818e-01, 5.8634543637e-02
4.3664438340e+01, 9.0139664495e-01, 6.3251932789e-02
4.2882964431e+01, 8.9540697910e-01, 6.8232934946e-02
4.2117138458e+01, 8.8937376731e-01, 7.3606184128e-02
4.1366659497e+01, 8.8329775834e-01, 7.9402569246e-02
4.0631286812e+01, 8.7717973323e-01, 8.5655411669e-02
3.9910759603e+01, 8.7102050530e-01, 9.2400656778e-02
3.9204776950e+01, 8.6482092025e-01, 9.9677080602e-02
3.8513138236e+01, 8.5858185617e-01, 1.0752651273e-01
3.7835562602e+01, 8.5230422351e-01, 1.1599407678e-01
3.7171829372e+01, 8.4598896502e-01, 1.2512844977e-01
3.6521677746e+01, 8.3963705568e-01, 1.3498214199e-01
3.5884887050e+01, 8.3324950259e-01, 1.4561179884e-01
3.5261216545e+01, 8.2682734474e-01, 1.5707852645e-01
3.4650485678e+01, 8.2037165291e-01, 1.6944824298e-01
3.4052433651e+01, 8.1388352934e-01, 1.8279205758e-01
3.3466859848e+01, 8.0736410751e-01, 1.9718667910e-01
3.2893563656e+01, 8.0081455183e-01, 2.1271485714e-01
3.2332324398e+01, 7.9423605726e-01, 2.2946585771e-01
3.1782981583e+01, 7.8762984892e-01, 2.4753597639e-01
3.1245294473e+01, 7.8099718171e-01, 2.6702909191e-01
3.0719122638e+01, 7.7433933980e-01, 2.8805726328e-01
3.0204245402e+01, 7.6765763615e-01, 3.1074137405e-01
2.9700482212e+01, 7.6095341194e-01, 3.3521182715e-01
2.9207672576e+01, 7.5422803607e-01, 3.6160929455e-01
2.8725656003e+01, 7.4748290446e-01, 3.9008552597e-01
2.8254251940e+01, 7.4071943947e-01, 4.2080422121e-01
2.7793299894e+01, 7.3393908920e-01, 4.5394197117e-01
2.7342639375e+01, 7.2714332678e-01, 4.8968927307e-01
2.6902109890e+01, 7.2033364963e-01, 5.2825162552e-01
2.6471591071e+01, 7.1351157869e-01, 5.6985070985e-01
2.6050922427e+01, 7.0667865764e-01, 6.1472566450e-01
2.5639963526e+01, 6.9983645206e-01, 6.6313445970e-01
2.5238594001e+01, 6.9298654856e-01, 7.1535538052e-01
2.4846653360e+01, 6.8613055399e-01, 7.7168862658e-01
2.4464041295e+01, 6.7927009446e-01, 8.3245803779e-01
2.4090637438e+01, 6.7240681450e-01, 8.9801295602e-01
2.3726321420e+01, 6.6554237612e-01, 9.6873023332e-01
2.3370972872e+01, 6.5867845787e-01, 1.0450163983e+00
2.3024491487e+01, 6.5181675395e-01, 1.1273099932e+00
2.2686776958e+01, 6.4495897321e-01, 1.2160840948e+00
2.2357749039e+01, 6.3810683826e-01, 1.3118490340e+00
2.2037287361e+01, 6.3126208451e-01, 1.4151553297e+00
2.1725331739e+01, 6.2442645925e-01, 1.5265968531e+00
2.1421781868e+01, 6.1760172073e-01, 1.6468142422e+00
2.1126577561e+01, 6.1078963725e-01, 1.7764985844e+00
2.0839658635e+01, 6.0399198632e-01, 1.9163953890e+00
2.0560924783e+01, 5.9721055377e-01, 2.0673088733e+00
2.0290355943e+01, 5.9044713294e-01, 2.2301065856e+00
2.0027891931e+01, 5.8370352392e-01, 2.4057243924e+00
1.9773492623e+01, 5.7698153280e-01, 2.5951718584e+00
1.9527117897e+01, 5.7028297099e-01, 2.7995380501e+00
1.9288727631e+01, 5.6360965462e-01, 3.0199977966e+00
1.9058321823e+01, 5.5696340394e-01, 3.2578184429e+00
1.8835860351e+01, 5.5034604289e-01, 3.5143671360e+00
1.8621383339e+01, 5.4375939868e-01, 3.7911186835e+00
1.8414850662e+01, 5.3720530149e-01, 4.0896640324e+00
1.8216302444e+01, 5.3068558428e-01, 4.4117194142e+00
1.8025758747e+01, 5.2420208273e-01, 4.7591362116e+00
1.7843239632e+01, 5.1775663525e-01, 5.1339116009e+00
1.7668825344e+01, 5.1135108321e-01, 5.5382000333e+00
1.7502535946e+01, 5.0498727127e-01, 5.9743256202e+00
1.7344491806e+01, 4.9866704789e-01, 6.4447954934e+00
1.7194733046e+01, 4.9239226610e-01, 6.9523142180e+00
1.7053400097e+01, 4.8616478435e-01, 7.4997993396e+00
1.6920593267e+01, 4.7998646769e-01, 8.0903981567e+00
1.6796452985e+01, 4.7385918921e-01, 8.7275058132e+00
1.6681159804e+01, 4.6778483169e-01, 9.4147848158e+00
1.6574854156e+01, 4.6176528961e-01, 1.0156186089e+01
1.6477776776e+01, 4.5580247152e-01, 1.0955971685e+01
1.6390148342e+01, 4.4989830274e-01, 1.1818739291e+01
